,id,Director,Leading_Actor,Supporting_Lead,Supporting_Actor
1181,820,Oliver Stone,Kevin Costner,Tommy Lee Jones,Gary Oldman
1182,11565,John Whitesell,Martin Lawrence,Nia Long,Emily Procter
1183,6073,Gore Verbinski,Brad Pitt,Julia Roberts,James Gandolfini
1184,16996,Burr Steers,Zac Efron,Leslie Mann,Matthew Perry
1185,193610,Nick Cassavetes,Cameron Diaz,Leslie Mann,Kate Upton
1186,19912,David R. Ellis,Bobby Campo,Shantel VanSanten,Nick Zano
1187,296098,Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan
1188,8007,John Moore,Owen Wilson,Gene Hackman,Gabriel Macht
1189,32823,Nicholas Stoller,Jonah Hill,Russell Brand,Rose Byrne
1190,4380,Peter Chelsom,Richard Gere,Jennifer Lopez,Susan Sarandon
1191,11551,Joe Dante,Gregory Smith,Kirsten Dunst,Denis Leary
1192,10336,Mark A.Z. Dippé,Michael Jai White,Martin Sheen,John Leguizamo
1193,11362,Kevin Reynolds,Jim Caviezel,Guy Pearce,Richard Harris
1194,50348,Brad Furman,Matthew McConaughey,Marisa Tomei,Ryan Phillippe
1195,48138,Jaume Collet-Serra,Liam Neeson,Diane Kruger,January Jones
1196,1124,Christopher Nolan,Hugh Jackman,Christian Bale,Michael Caine
1197,227159,Sean Anders,Jason Bateman,Jason Sudeikis,Charlie Day
1198,68179,Callan Brunker,Brendan Fraser,Rob Corddry,Ricky Gervais
1199,1579,Mel Gibson,Rudy Youngblood,Raoul Max Trujillo,Gerardo Taracena
1200,708,John Glen,Timothy Dalton,Maryam d'Abo,Jeroen Krabbé
1201,34851,Nimród Antal,Topher Grace,Alice Braga,Laurence Fishburne
1202,9930,Ivan Reitman,Robert Redford,Debra Winger,Daryl Hannah
1203,1586,David Koepp,Johnny Depp,John Turturro,Timothy Hutton
1204,2044,Alejandro Agresti,Keanu Reeves,Sandra Bullock,Shohreh Aghdashloo
1205,9913,Iain Softley,Kate Hudson,Gena Rowlands,Peter Sarsgaard
1206,71864,Peter Hedges,Jennifer Garner,Joel Edgerton,Ron Livingston
1207,10761,Paul Weiland,Patrick Dempsey,Michelle Monaghan,Kevin McKidd
1208,209451,Clint Eastwood,Christopher Walken,Vincent Piazza,Freya Tingley
1209,11975,Francis Ford Coppola,Matt Damon,Danny DeVito,Jon Voight
1210,4970,Mathieu Kassovitz,Halle Berry,Robert Downey Jr.,Charles S. Dutton
1211,11831,Steven Spielberg,Morgan Freeman,Nigel Hawthorne,Anthony Hopkins
1212,9096,John McTiernan,Sean Connery,Lorraine Bracco,José Wilker
1213,440,Colin Strause,Steven Pasquale,Reiko Aylesworth,John Ortiz
1214,11011,Donald Petrie,Macaulay Culkin,John Larroquette,Edward Herrmann
1215,10641,Joan Chen,Richard Gere,Winona Ryder,Anthony LaPaglia
1216,11172,Marc Lawrence,Drew Barrymore,Hugh Grant,Scott Porter
1217,39513,Greg Mottola,Seth Rogen,Simon Pegg,Nick Frost
1218,82687,Anne Fletcher,Seth Rogen,Barbra Streisand,Yvonne Strahovski
1219,41446,Wes Craven,David Arquette,Neve Campbell,Courteney Cox
1220,8224,Joel Schumacher,Nicolas Cage,Joaquin Phoenix,James Gandolfini
1221,10537,Oliver Stone,Val Kilmer,Meg Ryan,Kyle MacLachlan
1222,225886,Jake Kasdan,Cameron Diaz,Jason Segel,Rob Corddry
1223,10385,Diane Keaton,Meg Ryan,Diane Keaton,Lisa Kudrow
1224,55779,Steven Quale,Emma Bell,Nicholas D'Agosto,Miles Fisher
1225,10154,Kelly Makin,Hugh Grant,James Caan,Jeanne Tripplehorn
1226,10647,Mimi Leder,Kevin Spacey,Helen Hunt,Haley Joel Osment
1227,11431,Bobby Farrelly,Drew Barrymore,Jimmy Fallon,Jason Spevack
1228,8457,Steven Brill,Owen Wilson,Leslie Mann,Josh Peck
1229,188161,Seth MacFarlane,Seth MacFarlane,Charlize Theron,Liam Neeson
1230,8850,Russell Mulcahy,Alec Baldwin,John Lone,Penelope Ann Miller
1231,64685,Stephen Daldry,Thomas Horn,Tom Hanks,Sandra Bullock
1232,38357,Roger Michell,Rachel McAdams,Harrison Ford,Patrick Wilson
1233,10060,Jim Sheridan,50 Cent,Joy Bryant,Adewale Akinnuoye-Agbaje
1234,11398,Christian Duguay,Wesley Snipes,Donald Sutherland,Maury Chaykin
1235,1833,Chris Columbus,Anthony Rapp,Adam Pascal,Rosario Dawson
1236,10391,Chuck Russell,Kim Basinger,Angela Bettis,Holliston Coleman
1237,8970,Sam Weisman,Steve Martin,Goldie Hawn,John Cleese
1238,9306,John Frankenheimer,Marlon Brando,Val Kilmer,David Thewlis
1239,11370,Peter Hyams,Catherine Deneuve,Mena Suvari,Stephen Rea
1240,12184,Justin Chadwick,Natalie Portman,Scarlett Johansson,Eric Bana
1241,1921,Pat O'Connor,Keanu Reeves,Charlize Theron,Jason Isaacs
1242,1683,Stephen Hopkins,Hilary Swank,David Morrissey,Idris Elba
1243,203,Martin Scorsese,Harvey Keitel,Robert De Niro,David Proval
1244,11858,Penny Marshall,Danny DeVito,Mark Wahlberg,Gregory Hines
1245,62835,Olivier Megaton,Zoe Saldana,Cliff Curtis,Callum Blue
1246,18937,Frederik Du Chau,Jessalyn Gilsig,Cary Elwes,Gary Oldman
1247,13536,Michael Caton-Jones,Robert De Niro,James Franco,Frances McDormand
1248,15556,Irwin Winkler,Val Kilmer,Mira Sorvino,Kelly McGillis
1249,10718,Joseph Kahn,Martin Henderson,Ice Cube,Monet Mazur
1250,11062,Harold Becker,Al Pacino,John Cusack,Bridget Fonda
1251,10802,Paul Verhoeven,Elizabeth Berkley,Kyle MacLachlan,Gina Gershon
1252,1887,Sofia Coppola,Kirsten Dunst,Jason Schwartzman,Judy Davis
1253,6071,Barbet Schroeder,David Caruso,Samuel L. Jackson,Nicolas Cage
1254,10461,Stephen T. Kay,Sylvester Stallone,Miranda Richardson,Rachael Leigh Cook
1255,80278,Juan Antonio Bayona,Naomi Watts,Ewan McGregor,Tom Holland
1256,12704,Elaine May,Warren Beatty,Dustin Hoffman,Isabelle Adjani
1257,10315,Wes Anderson,George Clooney,Meryl Streep,Jason Schwartzman
1258,16643,Stephen Herek,Angelina Jolie,Edward Burns,Tony Shalhoub
1259,2687,John Carpenter,Chevy Chase,Daryl Hannah,Sam Neill
1260,194,Jean-Pierre Jeunet,Audrey Tautou,Mathieu Kassovitz,Rufus
1261,11025,Dennie Gordon,Ashley Olsen,Mary-Kate Olsen,Eugene Levy
1262,8849,Charles Shyer,Jude Law,Marisa Tomei,Omar Epps
1263,78698,Ken Kwapis,Drew Barrymore,John Krasinski,Kristen Bell
1264,30943,Ulu Grosbard,Michelle Pfeiffer,Treat Williams,Whoopi Goldberg
1265,9544,William Malone,Stephen Dorff,Natascha McElhone,Stephen Rea
1266,24418,Paul Weitz,John C. Reilly,Josh Hutcherson,Chris Massoglia
1267,7288,Danny DeVito,Ben Stiller,Drew Barrymore,Eileen Essell
1268,14655,Malcolm D. Lee,Samuel L. Jackson,Bernie Mac,Sharon Leal
1269,24575,Jerry Jameson,M. Emmet Walsh,Richard Jordan,David Selby
1270,10366,Mic Rodgers,Jean-Claude Van Damme,Kiana Tom,Bill Goldberg
1271,19898,Christian Alvart,Ben Foster,Dennis Quaid,Cam Gigandet
1272,4965,Gary Fleder,Gary Sinise,Madeleine Stowe,Mekhi Phifer
1273,15074,Christian Duguay,Devon Sawa,Bridgette Wilson,Rufus Sewell
1274,56715,Jean-Marie Poiré,Jean Reno,Christina Applegate,Christian Clavier
1275,1272,Danny Boyle,Cillian Murphy,Rose Byrne,Chris Evans
1276,72358,Brian Robbins,Eddie Murphy,Allison Janney,Cliff Curtis
1277,20542,Marc F. Adler,Freddie Prinze Jr.,Jennifer Love Hewitt,Val Kilmer
1278,266396,Pierre Morel,Sean Penn,Jasmine Trinca,Javier Bardem
1279,9978,Geoffrey Sax,Alex Pettyfer,Sarah Bolger,Ewan McGregor
1280,8271,D.J. Caruso,Shia LaBeouf,Sarah Roemer,Carrie-Anne Moss
1281,10428,Iain Softley,Jonny Lee Miller,Angelina Jolie,Jesse Bradford
1282,5353,Richard Shepard,Richard Gere,Terrence Howard,James Brolin
1283,11934,Joel Coen,Tim Robbins,Jennifer Jason Leigh,Paul Newman
1284,14392,Peter Chan,Jet Li,Andy Lau,Takeshi Kaneshiro
1285,19495,Sergei Bodrov Jr.,Kuno Becker,Jay Hernandez,Jason Scott Lee
1286,110415,Bong Joon-ho,Chris Evans,Song Kang-ho,Ed Harris
1287,77459,Bibo Bergeron,Vanessa Paradis,Mathieu Chedid,Gad Elmaleh
1288,26486,Jeff Nathanson,Matthew Broderick,Alec Baldwin,Toni Collette
1289,9495,Alex Proyas,Brandon Lee,Rochelle Davis,Ernie Hudson
1290,256040,S.S. Rajamouli,Prabhas,Rana Daggubati,Tamanna Bhatia
1291,24420,Robert Schwentke,Eric Bana,Rachel McAdams,Michelle Nolden
1292,1257,Michael Lehmann,Diane Keaton,Mandy Moore,Gabriel Macht
1293,62214,Tim Burton,Charlie Tahan,Catherine O'Hara,Martin Short
1294,16320,Joss Whedon,Nathan Fillion,Gina Torres,Alan Tudyk
1295,8842,Charles S. Dutton,Meg Ryan,Tony Shalhoub,Joe Cortese
1296,9531,Richard Lester,Christopher Reeve,Richard Pryor,Jackie Cooper
1297,64807,Peter Segal,Robert De Niro,Sylvester Stallone,Alan Arkin
1298,12289,John Woo,Chang Chen,Hu Jun,Tony Leung Chiu-Wai
1299,11529,Andy Tennant,Reese Witherspoon,Josh Lucas,Patrick Dempsey
1300,20943,Robert Luketic,Katherine Heigl,Gerard Butler,Eric Winter
1301,9099,Jonathan Lynn,Steve Martin,Dan Aykroyd,Phil Hartman
1302,9488,Robert Rodriguez,Antonio Banderas,Carla Gugino,Alexa PenaVega
1303,193,David Carson,Patrick Stewart,Jonathan Frakes,Brent Spiner
1304,44865,Wong Kar-wai,Tony Leung Chiu-Wai,Zhang Ziyi,Song Hye-kyo
1305,55787,Francis Lawrence,Robert Pattinson,Reese Witherspoon,Christoph Waltz
1306,257932,Yuefeng Song,Carrie-Anne Moss,Lucas Grabeel,Blythe Auffarth
1307,10400,Norman Jewison,Denzel Washington,Vicellous Reon Shannon,Deborah Kara Unger
1308,1957,Michael Apted,Jennifer Lopez,Billy Campbell,Juliette Lewis
1309,10833,David Mirkin,Sigourney Weaver,Jennifer Love Hewitt,Gene Hackman
1310,256961,Andy Fickman,Kevin James,Raini Rodriguez,Eduardo Verástegui
1311,5852,Luis Mandoki,Jennifer Lopez,Jim Caviezel,Jeremy Sisto
1312,12312,John Pasquin,Tim Allen,Julie Bowen,Kelly Lynch
1313,622,Roman Polanski,Johnny Depp,Frank Langella,Lena Olin
1314,11306,Michael Apted,Hugh Grant,Gene Hackman,Sarah Jessica Parker
1315,12508,Stephen Herek,Mark Wahlberg,Jennifer Aniston,Jason Flemyng
1316,25793,Lee Daniels,Gabourey Sidibe,Mo'Nique,Paula Patton
1317,10534,Ridley Scott,Jeff Bridges,Caroline Goodall,John Savage
1318,1091,John Carpenter,Kurt Russell,Keith David,Wilford Brimley
1319,87421,David Twohy,Vin Diesel,Karl Urban,Katee Sackhoff
1320,10871,Jeb Stuart,Dennis Quaid,Danny Glover,R. Lee Ermey
1321,13503,Steve Miner,James Van Der Beek,Rachael Leigh Cook,Ashton Kutcher
1322,13600,Gil Kenan,Saoirse Ronan,Harry Treadaway,Mary Kay Place
1323,68722,Paul Thomas Anderson,Joaquin Phoenix,Philip Seymour Hoffman,Amy Adams
1324,14324,David Leland,Ryan Cartwright,Hayden Christensen,Mischa Barton
1325,14325,Gary Fleder,Rob Brown,Dennis Quaid,Darrin Henson
1326,299687,J Blakeson,Chloë Grace Moretz,Nick Robinson,Alex Roe
1327,312221,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,Graham McTavish
1328,23168,Ben Affleck,Ben Affleck,Rebecca Hall,Jeremy Renner
1329,76494,Kirk Jones,Cameron Diaz,Jennifer Lopez,Elizabeth Banks
1330,4944,Joel Coen,George Clooney,Frances McDormand,Brad Pitt
1331,10488,Jennifer Flackett,Abigail Breslin,Jodie Foster,Gerard Butler
1332,96721,Ron Howard,Daniel Brühl,Chris Hemsworth,Olivia Wilde
1333,334,Paul Thomas Anderson,Julianne Moore,William H. Macy,John C. Reilly
1334,23742,Kevin Smith,Bruce Willis,Tracy Morgan,Juan Carlos Hernández
1335,259694,Christian Ditter,Dakota Johnson,Rebel Wilson,Alison Brie
1336,62837,Charles Martin Smith,Morgan Freeman,Ashley Judd,Harry Connick Jr.
1337,8966,Catherine Hardwicke,Kristen Stewart,Robert Pattinson,Billy Burke
1338,8470,Nick Cassavetes,Denzel Washington,Robert Duvall,Anne Heche
1339,11001,Les Mayfield,Martin Lawrence,Luke Wilson,Dave Chappelle
1340,138832,Rawson Marshall Thurber,Jason Sudeikis,Jennifer Aniston,Will Poulter
1341,16911,Fyodor Bondarchuk,Vasily Stepanov,Pyotr Fyodorov,Юлия Снигирь
1342,2163,Jonathan Mostow,Kurt Russell,J. T. Walsh,Kathleen Quinlan
1343,36670,Irvin Kershner,Sean Connery,Kim Basinger,Klaus Maria Brandauer
1344,23048,Steve Pink,John Cusack,Lizzy Caplan,Rob Corddry
1345,227735,Charles Martin Smith,Morgan Freeman,Ashley Judd,Nathan Gamble
1346,2155,John Frankenheimer,Ben Affleck,Gary Sinise,Charlize Theron
1347,8409,F. Gary Gray,Vin Diesel,Larenz Tate,Timothy Olyphant
1348,222936,Cameron Crowe,Bradley Cooper,Emma Stone,Rachel McAdams
1349,31908,Rob Reiner,Alec Baldwin,James Woods,Virginia Madsen
1350,10219,Scott Hicks,Ethan Hawke,Youki Kudoh,Reeve Carney
1351,48171,Mikael Håfström,Anthony Hopkins,Colin O'Donoghue,Alice Braga
1352,782,Andrew Niccol,Ethan Hawke,Jude Law,Gore Vidal
1353,75531,Andrew Bergman,Bette Midler,Nathan Lane,Stockard Channing
1354,11802,Kirk De Micco,Andy Samberg,Cheryl Hines,Jeff Daniels
1355,9776,Chris Rock,Chris Rock,Bernie Mac,Dylan Baker
1356,18785,Todd Phillips,Bradley Cooper,Ed Helms,Zach Galifianakis
1357,365222,Wilson Yip,Donnie Yen,Lynn Hung,Zhang Jin
1358,817,Jay Roach,Mike Myers,Heather Graham,Michael York
1359,268,Tim Burton,Jack Nicholson,Michael Keaton,Kim Basinger
1360,45054,Roland Joffé,Charlie Cox,Dougray Scott,Wes Bentley
1361,943,Richard Donner,Mel Gibson,Danny Glover,Joe Pesci
1362,22881,John Lee Hancock,Sandra Bullock,Quinton Aaron,Kathy Bates
1363,10054,Robert Rodriguez,Alexa PenaVega,Daryl Sabara,Antonio Banderas
1364,51540,Seth Gordon,Jennifer Aniston,Jason Bateman,Charlie Day
1365,44264,Joel Coen,Jeff Bridges,Matt Damon,Josh Brolin
1366,350,David Frankel,Meryl Streep,Anne Hathaway,Emily Blunt
1367,152,Robert Wise,William Shatner,Leonard Nimoy,DeForest Kelley
1368,109431,Seth Gordon,Jason Bateman,Melissa McCarthy,Jon Favreau
1369,1598,Martin Scorsese,Robert De Niro,Nick Nolte,Jessica Lange
1370,8065,Robert Luketic,Jim Sturgess,Kevin Spacey,Kate Bosworth
1371,271718,Judd Apatow,Amy Schumer,Bill Hader,Brie Larson
1372,11638,Kevin Rodney Sullivan,Bernie Mac,Ashton Kutcher,Zoe Saldana
1373,409,Anthony Minghella,Ralph Fiennes,Juliette Binoche,Willem Dafoe
1374,2118,Curtis Hanson,Kevin Spacey,Guy Pearce,Danny DeVito
1375,11459,Mike Mitchell,Michael Angarano,Kurt Russell,Kelly Preston
1376,10806,Frank Oz,Kevin Kline,Joan Cusack,Tom Selleck
1377,9348,Roger Donaldson,Natasha Henstridge,Ben Kingsley,Michael Madsen
1378,377,Wes Craven,John Saxon,Ronee Blakley,Heather Langenkamp
1379,8843,Tarsem Singh,Jennifer Lopez,Vincent D'Onofrio,Vince Vaughn
1380,9313,Randall Wallace,Leonardo DiCaprio,Jeremy Irons,Gérard Depardieu
1381,39486,Randall Wallace,Diane Lane,John Malkovich,Scott Glenn
1382,1273,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako
1383,13920,Mike Tollin,Cuba Gooding Jr.,Ed Harris,Alfre Woodard
1384,50544,Will Gluck,Justin Timberlake,Mila Kunis,Patricia Clarkson
1385,325133,Nicholas Stoller,Seth Rogen,Rose Byrne,Zac Efron
1386,140823,John Lee Hancock,Emma Thompson,Tom Hanks,Paul Giamatti
1387,1883,Spike Lee,Denzel Washington,Angela Bassett,Albert Hall
1388,89492,Judd Apatow,Paul Rudd,Leslie Mann,Jason Segel
1389,22949,Walt Becker,Robin Williams,John Travolta,Seth Green
1390,12437,Patrick Tatopoulos,Bill Nighy,Michael Sheen,Rhona Mitra
1391,2959,Ken Kwapis,Robin Williams,Mandy Moore,John Krasinski
1392,9957,Dennis Dugan,Jon Heder,Rob Schneider,David Spade
1393,11648,Gary David Goldberg,Diane Lane,John Cusack,Elizabeth Perkins
1394,9366,Mike Newell,Johnny Depp,Al Pacino,Michael Madsen
1395,1576,Paul W.S. Anderson,Milla Jovovich,Michelle Rodriguez,Eric Mabius
1396,609,Tobe Hooper,Craig T. Nelson,JoBeth Williams,Beatrice Straight
1397,5516,Joel Coen,Tom Hanks,Irma P. Hall,Marlon Wayans
1398,13051,John Moore,Mark Wahlberg,Mila Kunis,Beau Bridges
1399,49530,Andrew Niccol,Justin Timberlake,Amanda Seyfried,Cillian Murphy
1400,34806,Alan Poul,Jennifer Lopez,Alex O'Loughlin,Danneel Ackles
1401,49022,Luke Greenfield,Kate Hudson,Ginnifer Goodwin,John Krasinski
1402,11469,Gil Junger,Martin Lawrence,Marsha Thomason,Tom Wilkinson
1403,23479,Michael Ritchie,Walter Matthau,Tatum O'Neal,Ben Piazza
1404,11667,Steven E. de Souza,Jean-Claude Van Damme,Raúl Juliá,Ming-Na Wen
1405,423,Roman Polanski,Adrien Brody,Thomas Kretschmann,Frank Finlay
1406,2447,Catherine Hardwicke,Keisha Castle-Hughes,Oscar Isaac,Hiam Abbass
1407,10066,Jaume Collet-Serra,Elisha Cuthbert,Paris Hilton,Brian Van Holt
1408,2288,Mike Nichols,Julia Roberts,Jude Law,Natalie Portman
1409,88794,Clint Eastwood,Leonardo DiCaprio,Josh Hamilton,Geoff Pierson
1410,13515,Alexandre Aja,Kiefer Sutherland,Paula Patton,Amy Smart
1411,11979,Michael Rymer,Stuart Townsend,Aaliyah,Marguerite Moreau
1412,169,Stephen Hopkins,Kevin Peter Hall,Danny Glover,Gary Busey
1413,8090,Gregory Hoblit,Diane Lane,Billy Burke,Colin Hanks
1414,11622,Hugh Wilson,Brendan Fraser,Alicia Silverstone,Christopher Walken
1415,3604,Mike Hodges,Sam J. Jones,Melody Anderson,Max von Sydow
1416,9541,Kevin Smith,Ben Affleck,Raquel Castro,Liv Tyler
1417,94348,Rob Cohen,Tyler Perry,Rachel Nichols,Jean Reno
1418,8197,Clint Eastwood,John Cusack,Kevin Spacey,Jude Law
1419,336004,Scott Mann,Jeffrey Dean Morgan,Robert De Niro,Kate Bosworth
1420,35019,Susanna White,Emma Thompson,Asa Butterfield,Ralph Fiennes
1421,10410,Danny DeVito,Jack Nicholson,Danny DeVito,Armand Assante
1422,8836,Chris Carter,David Duchovny,Gillian Anderson,Amanda Peet
1423,14442,Tommy O'Haver,Anne Hathaway,Hugh Dancy,Cary Elwes
1424,321741,Peter Landesman,Will Smith,Alec Baldwin,Albert Brooks
1425,59965,John Singleton,Taylor Lautner,Lily Collins,Alfred Molina
1426,14175,Gary Chapman,Ewan McGregor,Ricky Gervais,Tim Curry
1427,11004,Curtis Hanson,Michael Douglas,Tobey Maguire,Frances McDormand
1428,11918,Craig Mazin,Drake Bell,Sara Paxton,Leslie Nielsen
1429,98357,Allen Hughes,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones
1430,10012,Wes Craven,Portia de Rossi,Christina Ricci,Jesse Eisenberg
1431,49526,David Koepp,Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez
1432,268920,Anne Fletcher,Reese Witherspoon,Sofía Vergara,Michael Mosley
1433,9093,Shekhar Kapur,Heath Ledger,Wes Bentley,Kate Hudson
1434,119283,Taylor Hackford,Jason Statham,Jennifer Lopez,Nick Nolte
1435,11823,Richard Loncraine,Kirsten Dunst,Paul Bettany,Sam Neill
1436,35169,Roger Kumble,Brendan Fraser,Ken Jeong,Brooke Shields
1437,118957,Kimble Rendall,Sharni Vinson,Phoebe Tonkin,Julian McMahon
1438,849,Peter Yates,Ken Marshall,Lysette Anthony,Francesca Annis
1439,4515,Robert Redford,Robert Redford,Meryl Streep,Tom Cruise
1440,18886,John Milius,Danny Glover,Willem Dafoe,Brad Johnson
1441,6575,Jake Kasdan,John C. Reilly,Jenna Fischer,Tim Meadows
1442,6440,Lasse Hallström,Kevin Spacey,Julianne Moore,Cate Blanchett
1443,13496,Les Mayfield,Colin Farrell,Scott Caan,Ali Larter
1444,18320,Jean-Marc Vallée,Emily Blunt,Jim Broadbent,Mark Strong
1445,22787,Dominic Sena,Kate Beckinsale,Gabriel Macht,Tom Skerritt
1446,8967,Terrence Malick,Brad Pitt,Sean Penn,Jessica Chastain
1447,37498,Tsui Hark,Jean-Claude Van Damme,Lela Rochon,Paul Sorvino
1448,144336,David Ayer,Arnold Schwarzenegger,Sam Worthington,Mireille Enos
1449,9616,Brian Helgeland,Heath Ledger,Shannyn Sossamon,Benno Fürmann
1450,13056,Lexi Alexander,Ray Stevenson,Dominic West,Julie Benz
1451,14113,Peter Hewitt,Tim Allen,Courteney Cox,Chevy Chase
1452,285783,Robert Zemeckis,Joseph Gordon-Levitt,Ben Kingsley,Charlotte Le Bon
1453,49478,Ronny Yu,Angus Macfadyen,Mario Yedidia,Marley Shelton
1454,9726,Ridley Scott,Russell Crowe,Marion Cotillard,Albert Finney
1455,20763,Richard Donner,Elijah Wood,Lorraine Bracco,Adam Baldwin
1456,9702,Taylor Hackford,Damian Chapa,Jesse Borrego,Benjamin Bratt
1457,9311,Bille August,Julia Ormond,Gabriel Byrne,Richard Harris
1458,9280,Brian De Palma,Rebecca Romijn,Antonio Banderas,Peter Coyote
1459,26843,Moustapha Akkad,Anthony Quinn,Rod Steiger,Oliver Reed
1460,11876,Jean-Paul Rappeneau,Juliette Binoche,Olivier Martinez,Pierre Arditi
1461,22267,Ang Lee,Tobey Maguire,Skeet Ulrich,Jeffrey Wright
1462,45958,Alejandro González Iñárritu,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib
1463,1969,Joachim Rønning,Penélope Cruz,Salma Hayek,Dwight Yoakam
1464,310706,Tony Kaye,Laurence Fishburne,Karl Urban,Brittany Snow
1465,198663,Wes Ball,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario
1466,239573,Ken Scott,Vince Vaughn,Dave Franco,James Marsden
1467,10436,Martin Scorsese,Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder
1468,1381,Darren Aronofsky,Hugh Jackman,Rachel Weisz,Ellen Burstyn
1469,2162,Hugh Johnson,Cuba Gooding Jr.,Skeet Ulrich,Peter Firth
1470,127493,Simon West,Nicolas Cage,Malin Åkerman,Josh Lucas
1471,12429,Hayao Miyazaki,Yuria Nara,Hiroki Doi,George Tokoro
1472,228205,"George Tillman, Jr.",Scott Eastwood,Britt Robertson,Lolita Davidovich
1473,2900,Rand Ravich,Johnny Depp,Charlize Theron,Joe Morton
1474,21311,Hugh Hudson,Kim Basinger,Vincent Pérez,Liam Aiken
1475,77875,Gabriele Muccino,Gerard Butler,Jessica Biel,Uma Thurman
1476,192136,Justin Chadwick,Idris Elba,Naomie Harris,Tony Kgoroge
1477,18254,Warren Beatty,Warren Beatty,Diane Keaton,Edward Herrmann
1478,881,Rob Reiner,Tom Cruise,Jack Nicholson,Demi Moore
1479,10877,Andrzej Bartkowiak,Steven Seagal,DMX,Isaiah Washington
1480,9600,Raja Gosnell,Martin Lawrence,Nia Long,Paul Giamatti
1481,202575,Ben Stassen,Brianne Siddall,Joey Camen,Elisa Gabrielli
1482,71469,Chris Gorak,Emile Hirsch,Rachael Taylor,Olivia Thirlby
1483,85446,Scott Speer,Kathryn McCormick,Ryan Guzman,Stephen Boss
1484,326,David R. Ellis,Samuel L. Jackson,Julianna Margulies,Kenan Thompson
1485,10685,Joe Charbanic,James Spader,Keanu Reeves,Marisa Tomei
1486,7220,Jonathan Hensleigh,Thomas Jane,John Travolta,Will Patton
1487,9763,Danny Cannon,Kuno Becker,Alessandro Nivola,Anna Friel
1488,72387,Boaz Yakin,Jason Statham,Chris Sarandon,James Hong
1489,12596,Mike Newell,John Cusack,Billy Bob Thornton,Cate Blanchett
1490,1892,Richard Marquand,Mark Hamill,Harrison Ford,Carrie Fisher
1491,13460,Neil Marshall,Rhona Mitra,Bob Hoskins,Malcolm McDowell
1492,8055,Stephen Daldry,Kate Winslet,Ralph Fiennes,David Kross
1493,50647,David Wain,Paul Rudd,Jennifer Aniston,Justin Theroux
1494,10719,Jon Favreau,Will Ferrell,James Caan,Zooey Deschanel
1495,9294,Jon Turteltaub,John Travolta,Kyra Sedgwick,Forest Whitaker
1496,11888,Brian Levant,Jim Belushi,Cuba Gooding Jr.,James Coburn
1497,9647,Richard Donner,Bill Murray,Karen Allen,John Forsythe
1498,9353,Jared Hess,Jack Black,Ana de la Reguera,Héctor Jiménez
1499,55721,Paul Feig,Kristen Wiig,Rose Byrne,Maya Rudolph
1500,109414,Seth Rogen,James Franco,Jonah Hill,Seth Rogen
1501,10307,Rupert Wainwright,Patricia Arquette,Gabriel Byrne,Jonathan Pryce
1502,11978,"George Tillman, Jr.",Robert De Niro,Cuba Gooding Jr.,Charlize Theron
1503,22907,John Luessenhop,Chris Brown,Hayden Christensen,Matt Dillon
1504,87567,Justin Zackham,Robert De Niro,Diane Keaton,Katherine Heigl
